id,country_code1,hour,clicked
7021,JM,11,0
7022,GT,21,1
7023,KW,7,1
7024,BN,1,0
7025,HU,11,0
7026,ZM,15,1
7027,HN,8,1
7028,TN,13,1
7029,GT,10,0
7030,MM,17,1
7031,SA,2,1
7032,VU,21,0
7033,DK,9,0
7034,PT,22,1
7035,PA,24,0
7036,BI,12,1
7037,MU,9,1
7038,AU,12,1
7039,BN,8,1
7040,UZ,22,0
7041,KW,15,0
7042,ZM,19,0
7043,KE,10,1
7044,KR,24,1
7045,KI,17,0
7046,MH,3,1
7047,NO,10,0
7048,PK,13,0
7049,CH,12,1
7050,QA,22,1
7051,PT,3,1
7052,WS,3,0
7053,HR,20,1
7054,TW,6,1
7055,VC,17,0
7056,SY,8,0
7057,CG,14,1
7058,SD,0,1
7059,ER,3,1
7060,BE,7,0
7061,TW,20,1
7062,LK,5,1
7063,MH,10,0
7064,FI,22,1
7065,GE,20,1
7066,LT,10,0
7067,PH,1,0
7068,LV,5,1
7069,FI,13,1
7070,BB,19,0
7071,FJ,12,0
7072,HT,7,0
7073,UG,11,0
7074,CM,0,1
7075,SZ,11,0
7076,MH,13,1
7077,PS,0,1
7078,AL,19,1
7079,TL,6,1
7080,SO,19,0
7081,DZ,9,0
7082,AM,22,0
7083,PK,22,0
7084,TJ,9,1
7085,AT,14,0
7086,UA,15,0
7087,BS,11,0
7088,SO,3,0
7089,TH,21,1
7090,TJ,3,0
7091,AO,18,0
7092,KZ,6,0
7093,LA,0,1
7094,BY,20,0
7095,KI,4,0
7096,BZ,13,1
7097,PL,9,0
7098,KR,19,1
7099,BB,18,1
7100,HR,6,0
7101,GD,14,0
7102,LY,8,1
7103,TL,20,0
7104,JP,1,0
7105,TZ,1,1
7106,BF,10,0
7107,SK,19,0
7108,JO,9,1
7109,BA,19,1
7110,SM,10,1
7111,BB,12,1
7112,KG,9,1
7113,GW,18,0
7114,FI,17,0
7115,BB,23,1
7116,ML,16,1
7117,SV,0,0
7118,QA,1,0
7119,MY,18,0
7120,YE,24,0
7121,FM,16,0
7122,KG,13,0
7123,PT,14,1
7124,FJ,14,0
7125,BB,1,0
7126,LV,19,1
7127,KR,13,1
7128,SC,1,0
7129,BI,13,1
7130,LU,23,1
7131,GM,23,0
7132,MK,5,0
7133,ER,20,1
7134,DE,19,0
7135,SA,23,1
7136,GE,11,1
7137,HU,9,1
7138,BR,4,1
7139,BS,10,0
7140,ZW,22,0
7141,DK,24,1
7142,FM,0,1
7143,ET,13,1
7144,EE,8,1
7145,SL,14,0
7146,SK,3,1
7147,VC,10,1
7148,IQ,4,0
7149,PG,11,0
7150,VA,5,1
7151,CR,24,0
7152,MX,22,1
7153,PY,14,0
7154,CV,16,0
7155,JM,2,0
7156,BD,16,0
7157,SG,7,1
7158,PY,18,0
7159,AG,23,1
7160,NP,8,1
7161,NR,0,0
7162,RU,22,1
7163,TW,9,1
7164,LY,9,0
7165,NA,20,0
7166,LT,16,0
7167,TT,5,1
7168,SD,24,1
7169,BZ,5,0
7170,TH,15,0
7171,LV,8,1
7172,BY,22,0
7173,ZA,21,0
7174,KG,13,0
7175,BF,7,0
7176,SO,0,1
7177,BZ,19,0
7178,GB,1,1
7179,YE,21,0
7180,GY,0,1
7181,BJ,20,0
7182,BW,12,0
7183,MN,0,1
7184,FM,19,0
7185,SM,4,0
7186,LI,10,0
7187,BZ,10,1
7188,NO,12,0
7189,MW,19,1
7190,VU,4,0
7191,NA,3,1
7192,TO,15,1
7193,ZA,16,0
7194,CM,13,0
7195,NP,14,0
7196,EC,11,1
7197,AF,21,0
7198,MT,3,0
7199,MT,5,0
7200,AE,12,0
7201,GW,18,0
7202,AU,11,0
7203,LB,24,0
7204,DJ,24,0
7205,GH,8,1
7206,GQ,9,0
7207,MU,2,1
7208,LK,6,1
7209,MV,10,1
7210,MD,7,0
7211,MK,15,1
7212,PW,13,1
7213,TJ,0,0
7214,IS,23,1
7215,BZ,0,0
7216,NO,0,1
7217,NE,6,0
7218,RO,16,0
7219,KM,20,0
7220,VE,22,0
7221,PE,23,1
7222,NI,15,0
7223,VU,3,1
7224,GY,14,0
7225,PA,12,1
7226,NZ,17,0
7227,IS,17,0
7228,JP,20,0
7229,HU,23,0
7230,DK,19,0
7231,TJ,12,0
7232,BT,20,1
7233,TO,18,0
7234,TZ,23,0
7235,FR,20,1
7236,CA,6,1
7237,GY,0,0
7238,PL,20,0
7239,SC,20,1
7240,OM,4,0
7241,BD,3,0
7242,TJ,16,0
7243,GB,11,1
7244,PW,15,1
7245,RS,6,1
7246,AZ,15,1
7247,SC,3,1
7248,GE,5,1
7249,CU,5,1
7250,CI,10,1
7251,FR,8,1
7252,KG,3,1
7253,LA,9,1
7254,DJ,21,1
7255,TT,11,1
7256,MC,12,0
7257,TD,24,1
7258,TZ,12,0
7259,ML,19,0
7260,GE,19,0
7261,LV,8,0
7262,KW,14,0
7263,AU,23,0
7264,JM,19,0
7265,NR,0,0
7266,PL,4,1
7267,KZ,11,1
7268,AF,9,1
7269,AL,1,1
7270,PL,20,0
7271,GN,21,0
7272,MG,13,0
7273,SZ,2,1
7274,BD,5,1
7275,BS,7,1
7276,AL,0,1
7277,CY,15,1
7278,BI,1,0
7279,DJ,19,1
7280,TV,4,0
7281,BZ,20,0
7282,AM,16,1
7283,JO,22,1
7284,TL,12,0
7285,BZ,0,1
7286,FI,1,0
7287,ML,8,0
7288,IT,11,1
7289,GY,19,0
7290,KZ,5,0
7291,EE,0,1
7292,MU,6,0
7293,KW,6,0
7294,PA,18,1
7295,BF,11,1
7296,DM,23,1
7297,NL,15,1
7298,IN,17,0
7299,SN,3,1
7300,SA,10,1
7301,TN,5,0
7302,MT,1,1
7303,OM,24,1
7304,SE,22,0
7305,VN,2,0
7306,MA,14,1
7307,DM,20,1
7308,LA,5,1
7309,VE,14,1
7310,IS,5,0
7311,PT,23,0
7312,SK,19,0
7313,LU,9,0
7314,RS,11,0
7315,PA,6,0
7316,KP,10,0
7317,TL,13,1
7318,LK,24,0
7319,GQ,4,1
7320,LK,15,1
7321,LC,10,0
7322,BJ,21,0
7323,TZ,11,0
7324,SR,18,1
7325,KI,20,1
7326,PA,4,0
7327,TM,17,1
7328,GD,3,0
7329,ZA,1,0
7330,GD,8,1
7331,MZ,10,1
7332,LI,9,0
7333,UZ,10,0
7334,NL,12,0
7335,HT,7,0
7336,LK,23,1
7337,BT,24,1
7338,IR,19,1
7339,ER,17,0
7340,GA,11,0
7341,CI,17,1
7342,GY,18,1
7343,MG,7,0
7344,BR,19,1
7345,NL,2,0
7346,PE,3,1
7347,EG,14,1
7348,CI,10,1
7349,TL,3,1
7350,CA,13,0
7351,NI,14,0
7352,SN,20,0
7353,ZM,15,1
7354,PS,3,1
7355,BY,9,1
7356,IT,24,0
7357,ER,11,0
7358,JO,23,0
7359,IE,21,1
7360,MR,24,1
7361,IT,5,0
7362,IT,17,1
7363,JP,7,0
7364,NP,12,0
7365,TV,7,0
7366,IR,15,1
7367,NZ,11,0
7368,KE,24,0
7369,CZ,16,1
7370,DO,11,1
7371,DZ,10,1
7372,HU,1,0
7373,ST,12,0
7374,RU,17,0
7375,NI,9,0
7376,SZ,14,0
7377,LT,9,1
7378,LB,0,1
7379,NP,20,0
7380,CY,11,1
7381,UZ,19,0
7382,TL,8,0
7383,DO,2,0
7384,SE,22,1
7385,LV,8,1
7386,BF,15,1
7387,CI,11,0
7388,LU,5,1
7389,HN,2,1
7390,ME,24,0
7391,PW,21,0
7392,FM,23,0
7393,AG,21,0
7394,IS,5,1
7395,NO,13,1
7396,HR,4,1
7397,NL,20,1
7398,CZ,22,0
7399,LU,9,1
7400,NE,13,1
7401,NZ,12,1
7402,ER,6,0
7403,DZ,12,0
7404,DM,23,1
7405,OM,2,1
7406,SB,17,0
7407,GB,22,0
7408,NA,6,1
7409,OM,6,1
7410,TO,5,1
7411,OM,10,0
7412,CR,11,0
7413,BO,1,0
7414,ST,10,1
7415,EE,3,1
7416,ST,4,1
7417,SI,8,1
7418,SY,17,1
7419,RS,20,1
7420,BH,13,0
7421,BF,0,1
7422,BA,19,0
7423,PH,8,1
7424,JM,24,0
7425,PE,23,1
7426,SL,23,1
7427,YE,0,0
7428,VA,23,0
7429,SB,23,0
7430,CL,16,1
7431,AU,2,0
7432,PT,11,0
7433,IT,20,1
7434,MA,12,0
7435,KI,2,1
7436,SR,10,1
7437,CZ,8,1
7438,DM,22,1
7439,EC,13,0
7440,LR,9,1
7441,TR,7,0
7442,SV,24,0
7443,EG,12,1
7444,EE,0,1
7445,CA,21,0
7446,MU,23,0
7447,CA,17,0
7448,CA,15,1
7449,BA,0,1
7450,EC,21,0
7451,IE,15,0
7452,PT,15,1
7453,TO,10,0
7454,PA,24,1
7455,SG,11,0
7456,WS,6,0
7457,ET,9,1
7458,LR,21,0
7459,AG,24,1
7460,BH,18,1
7461,DE,19,0
7462,TD,18,1
7463,DK,3,0
7464,LY,18,1
7465,MZ,10,1
7466,GM,22,0
7467,AR,12,1
7468,SZ,0,1
7469,BT,2,0
7470,PG,3,0
7471,JO,10,1
7472,GA,22,1
7473,GT,8,1
7474,UZ,18,0
7475,CZ,6,1
7476,MU,8,0
7477,AM,7,1
7478,MU,14,0
7479,AF,15,1
7480,KM,20,1
7481,TV,5,1
7482,VE,13,0
7483,MV,23,0
7484,IQ,13,1
7485,CY,11,0
7486,KZ,6,0
7487,VA,13,1
7488,PT,2,0
7489,DZ,10,1
7490,UA,3,1
7491,BO,20,1
7492,BS,5,0
7493,UY,19,0
7494,TL,20,1
7495,MT,3,0
7496,NO,18,1
7497,KP,20,1
7498,ME,9,1
7499,CH,14,0
7500,ME,9,1
7501,SB,0,0
7502,ZA,19,1
7503,FI,20,0
7504,CN,11,1
7505,SA,5,0
7506,BG,6,1
7507,MT,4,0
7508,CZ,8,1
7509,CV,0,0
7510,TN,10,0
7511,PY,18,0
7512,LR,8,0
7513,MK,23,1
7514,OM,2,0
7515,AF,7,0
7516,GA,7,0
7517,PK,2,0
7518,KR,6,1
7519,AT,16,0
7520,ME,9,0
7521,PW,11,0
7522,ZA,20,0
7523,IT,5,0
7524,AE,22,1
7525,WS,22,0
7526,GD,18,0
7527,UY,19,1
7528,RU,17,1
7529,NI,24,0
7530,NE,15,0
7531,VU,14,0
7532,PY,16,1
7533,TH,0,0
7534,MZ,3,0
7535,TO,10,0
7536,GE,23,0
7537,KR,7,0
7538,AT,24,1
7539,CF,12,1
7540,DJ,10,0
7541,AT,23,0
7542,MC,4,1
7543,IT,12,0
7544,IT,5,1
7545,AO,17,0
7546,PT,16,0
7547,AR,10,1
7548,AO,24,1
7549,GR,24,1
7550,CI,7,0
7551,TL,13,1
7552,GW,23,0
7553,IE,18,1
7554,CY,4,0
7555,FI,11,1
7556,AM,4,0
7557,AL,3,0
7558,GH,9,1
7559,VU,2,0
7560,LS,2,0
7561,ME,16,1
7562,TW,0,1
7563,NE,4,0
7564,PH,13,0
7565,ES,23,0
7566,LB,2,0
7567,AR,14,1
7568,BT,17,1
7569,TN,3,0
7570,SM,9,1
7571,KE,3,0
7572,AU,10,0
7573,ZA,1,0
7574,TG,0,0
7575,NR,18,0
7576,MR,21,1
7577,ML,22,0
7578,SC,7,1
7579,FR,16,1
7580,NA,12,0
7581,KP,4,0
7582,NP,8,1
7583,ML,20,0
7584,TL,12,1
7585,KN,20,1
7586,BO,12,0
7587,IE,13,0
7588,KW,6,1
7589,AF,9,0
7590,TO,24,0
7591,KM,12,0
7592,BI,9,1
7593,SN,4,0
7594,EC,18,1
7595,CH,1,0
7596,CA,12,0
7597,UZ,2,0
7598,IQ,21,0
7599,PE,22,0
7600,IN,22,0
7601,CM,12,1
7602,JP,22,0
7603,UY,6,1
7604,BI,15,0
7605,MT,11,0
7606,FJ,8,1
7607,PA,18,0
7608,IQ,23,1
7609,PK,10,1
7610,KP,20,1
7611,KH,6,1
7612,MK,5,1
7613,BW,23,0
7614,ZM,21,1
7615,MC,2,1
7616,HR,23,0
7617,FI,7,1
7618,MC,22,1
7619,PW,20,0
7620,IR,14,0
7621,CU,14,0
7622,BR,21,0
7623,MK,6,1
7624,KM,14,1
7625,ZA,14,0
7626,TV,2,0
7627,SY,0,0
7628,SD,8,0
7629,SR,5,0
7630,LK,0,1
7631,LU,11,1
7632,AD,21,0
7633,BO,14,1
7634,BO,11,0
7635,BH,2,0
7636,SD,13,1
7637,MD,19,0
7638,MW,9,1
7639,CO,10,1
7640,BZ,15,1
7641,SZ,3,1
7642,KI,24,0
7643,LU,16,1
7644,FJ,0,1
7645,AO,23,1
7646,BB,5,0
7647,WS,10,0
7648,SG,4,0
7649,AL,23,1
7650,IS,15,0
7651,NO,5,1
7652,PW,19,1
7653,CR,15,1
7654,LC,24,1
7655,NO,6,1
7656,JP,5,1
7657,LK,16,0
7658,GN,6,1
7659,CO,11,0
7660,SC,20,1
7661,AF,11,0
7662,TJ,2,0
7663,ET,1,1
7664,AL,8,0
7665,CO,0,1
7666,SR,24,0
7667,GM,14,0
7668,GD,14,1
7669,MV,15,0
7670,IE,17,1
7671,PL,9,0
7672,KI,0,1
7673,GY,14,1
7674,AR,13,0
7675,TJ,16,0
7676,EE,10,0
7677,TT,4,1
7678,SB,21,1
7679,HU,7,0
7680,PL,23,1
7681,DJ,4,1
7682,BY,2,0
7683,AM,5,1
7684,ER,1,0
7685,NG,13,1
7686,LK,9,1
7687,GA,21,0
7688,UG,13,1
7689,BI,16,1
7690,RW,21,1
7691,ER,3,0
7692,MY,7,0
7693,CR,17,0
7694,LC,10,0
7695,EG,19,1
7696,AO,7,1
7697,IE,12,1
7698,KP,12,0
7699,SV,21,1
7700,FJ,7,0
7701,TV,1,0
7702,ZA,22,1
7703,NA,8,1
7704,IQ,23,0
7705,MR,17,1
7706,LA,14,1
7707,SO,18,0
7708,CF,9,1
7709,TN,16,0
7710,VN,18,0
7711,HU,2,1
7712,MW,1,0
7713,TR,23,0
7714,KI,4,0
7715,TR,21,1
7716,KP,10,1
7717,SR,16,0
7718,TR,20,0
7719,RO,14,0
7720,LV,6,1
7721,PA,7,1
7722,CI,4,1
7723,NR,11,1
7724,MU,24,0
7725,SG,10,0
7726,NL,0,1
7727,LT,12,1
7728,JM,18,1
7729,ML,12,1
7730,AU,7,1
7731,NE,14,1
7732,LV,18,0
7733,IQ,16,0
7734,DM,19,0
7735,SC,5,0
7736,AU,18,1
7737,ES,11,0
7738,KE,18,0
7739,PH,13,1
7740,VC,13,1
7741,US,16,1
7742,EC,14,1
7743,HU,17,0
7744,SG,2,0
7745,SG,12,1
7746,CY,4,0
7747,ZA,10,1
7748,PA,1,0
7749,RU,22,1
7750,PL,23,1
7751,FI,10,0
7752,CL,3,1
7753,DM,5,1
7754,VA,19,1
7755,JP,6,1
7756,EC,13,0
7757,NA,10,0
7758,LK,0,0
7759,LS,18,0
7760,DJ,1,0
7761,SN,21,0
7762,MX,19,0
7763,KP,21,0
7764,SC,2,0
7765,NP,0,0
7766,ZM,15,0
7767,SD,12,1
7768,PL,17,0
7769,UA,9,0
7770,TR,17,1
7771,GT,12,1
7772,MM,3,0
7773,NE,11,0
7774,AO,17,0
7775,CG,4,0
7776,LI,10,0
7777,TD,14,0
7778,AZ,15,1
7779,GM,0,0
7780,IQ,24,0
7781,SE,3,0
7782,LS,15,1
7783,SO,12,1
7784,RS,0,0
7785,ME,17,0
7786,DJ,19,0
7787,GE,4,1
7788,SG,16,0
7789,KR,10,0
7790,UZ,7,0
7791,BY,20,0
7792,MN,5,1
7793,AR,10,0
7794,GR,18,0
7795,CY,15,0
7796,KW,12,0
7797,DO,7,0
7798,NP,4,0
7799,QA,24,1
7800,IN,2,1
7801,KW,24,1
7802,FR,22,1
7803,CU,4,0
7804,AF,18,0
7805,KH,11,0
7806,ME,8,0
7807,PH,15,0
7808,DM,2,0
7809,MY,16,0
7810,ET,14,1
7811,HU,13,0
7812,AR,16,1
7813,KZ,21,0
7814,BI,3,1
7815,AD,16,1
7816,CL,3,0
7817,SC,14,0
7818,ZA,14,0
7819,BH,19,1
7820,SG,4,0
7821,SO,0,0
7822,MM,21,1
7823,DO,11,1
7824,TH,21,1
7825,ZW,4,0
7826,BB,12,1
7827,CH,19,1
7828,IL,12,0
7829,KE,10,1
7830,VA,4,1
7831,KN,2,1
7832,CA,17,0
7833,PS,15,0
7834,GM,13,0
7835,IT,23,1
7836,PY,16,1
7837,SC,3,0
7838,CO,1,1
7839,MR,23,0
7840,EE,13,0
7841,PW,7,1
7842,BR,21,0
7843,RO,10,1
7844,SL,17,1
7845,CU,21,0
7846,NL,7,0
7847,TT,20,1
7848,HU,16,1
7849,VC,4,1
7850,BN,12,0
7851,BS,24,0
7852,MW,16,1
7853,AZ,17,0
7854,YE,1,1
7855,PE,19,1
7856,MA,23,1
7857,SA,11,0
7858,PT,2,0
7859,UA,16,0
7860,IR,21,0
7861,CU,6,0
7862,BF,24,0
7863,ML,7,1
7864,DO,14,1
7865,AR,21,1
7866,SN,0,0
7867,JO,5,0
7868,MA,17,0
7869,BO,9,1
7870,FJ,16,0
7871,VC,3,0
7872,MY,9,1
7873,EE,5,0
7874,DJ,14,0
7875,MH,5,0
7876,NO,19,1
7877,LY,15,0
7878,BB,19,1
7879,BF,20,0
7880,ZA,5,0
7881,BA,7,1
7882,UY,15,0
7883,SK,15,0
7884,DZ,21,1
7885,SI,22,0
7886,LK,10,0
7887,SC,17,1
7888,KH,21,1
7889,KP,10,0
7890,SC,10,0
7891,VA,8,1
7892,SG,22,0
7893,QA,2,0
7894,MC,0,0
7895,NO,3,0
7896,FR,4,0
7897,CU,23,0
7898,TH,17,0
7899,SB,19,1
7900,LR,9,1
7901,LY,6,1
7902,DK,18,0
7903,PY,10,0
7904,KR,22,0
7905,MZ,11,1
7906,CH,9,0
7907,SM,14,1
7908,JO,24,0
7909,MY,18,0
7910,NO,6,0
7911,NE,7,1
7912,DE,4,1
7913,ZM,10,1
7914,ET,19,1
7915,CI,22,0
7916,KM,9,1
7917,ZW,5,0
7918,AU,17,1
7919,LT,8,0
7920,UA,20,1
7921,TN,11,0
7922,DE,16,1
7923,GM,9,1
7924,OM,3,0
7925,EG,10,0
7926,SO,10,1
7927,MZ,10,1
7928,FM,9,0
7929,HR,0,1
7930,LB,21,0
7931,KZ,12,0
7932,GD,16,0
7933,FJ,11,1
7934,CL,7,0
7935,IS,24,1
7936,CR,8,1
7937,JP,23,0
7938,KN,6,1
7939,GH,11,0
7940,EG,2,1
7941,TG,15,1
7942,MT,7,1
7943,TJ,0,1
7944,LB,7,1
7945,PS,12,1
7946,KN,1,0
7947,VE,9,0
7948,SY,22,0
7949,NL,19,1
7950,SI,9,1
7951,CN,17,0
7952,UA,3,1
7953,CV,14,0
7954,GB,13,1
7955,NR,1,0
7956,BF,16,1
7957,DE,24,0
7958,FI,24,1
7959,CN,22,1
7960,GD,8,0
7961,CA,3,0
7962,MX,6,1
7963,AE,15,0
7964,BJ,20,1
7965,HT,14,1
7966,ZA,19,1
7967,MR,15,0
7968,CM,22,1
7969,PK,20,1
7970,RO,4,1
7971,LR,11,1
7972,CZ,19,1
7973,IS,4,1
7974,GT,1,1
7975,ID,17,1
7976,EG,2,0
7977,SK,24,0
7978,ZW,21,1
7979,PS,23,0
7980,LK,21,0
7981,VE,9,0
7982,VC,2,0
7983,AR,3,1
7984,WS,11,0
7985,NR,22,0
7986,CH,3,0
7987,NZ,17,1
7988,KM,15,1
7989,LR,12,1
7990,VA,10,1
7991,HN,0,0
7992,TR,1,0
7993,QA,6,1
7994,LA,23,0
7995,PH,12,0
7996,GH,11,1
7997,SR,9,1
7998,CR,7,1
7999,CR,17,1
8000,MM,24,0
8001,KN,15,1
8002,BY,9,1
8003,ME,18,0
8004,GN,24,1
8005,CZ,16,1
8006,GA,9,1
8007,EG,2,0
8008,SB,12,1
8009,MW,0,1
8010,MK,4,0
8011,ET,0,1
8012,TT,23,1
8013,TR,14,0
8014,SE,9,0
8015,ER,17,1
8016,IQ,24,1
8017,CL,11,0
8018,BB,22,0
8019,MN,0,0
8020,FJ,2,1
8021,NP,19,0
8022,LK,1,0
8023,AO,4,1
8024,ZA,11,1
8025,GH,12,0
8026,EG,14,0
8027,SN,2,0
8028,AL,21,0
8029,TZ,9,1
8030,LI,11,0
8031,ME,21,0
8032,UA,5,1
8033,NL,21,1
8034,PK,16,0
8035,GW,18,0
8036,AM,9,1
8037,JP,0,0
8038,UA,16,0
8039,CY,1,0
8040,HN,20,1
8041,SR,3,0
8042,NL,15,0
8043,ES,19,0
8044,BW,1,1
8045,UZ,3,0
8046,VA,19,1
8047,CF,24,0
8048,LT,18,0
8049,HU,3,0
8050,RW,12,0
8051,BO,23,1
8052,RS,4,0
8053,DM,16,0
8054,UZ,18,0
8055,CO,21,0
8056,CG,23,1
8057,AL,6,0
8058,CM,9,1
8059,CY,17,1
8060,GR,22,0
8061,KI,24,1
8062,ZW,11,0
8063,GN,0,1
8064,AT,22,0
8065,US,1,0
8066,KR,17,0
8067,CY,12,1
8068,BH,10,1
8069,GQ,19,0
8070,TG,24,0
8071,BY,18,1
8072,LB,20,0
8073,SC,17,0
8074,IL,18,1
8075,MC,8,0
8076,MK,12,1
8077,CL,2,0
8078,IE,11,0
8079,TD,20,1
8080,SO,19,1
8081,EC,16,0
8082,AM,21,1
8083,KR,17,0
8084,BB,9,1
8085,ZW,2,0
8086,DO,1,1
8087,PL,24,0
8088,DO,2,0
8089,VC,7,0
8090,DO,18,0
8091,VC,21,1
8092,SA,19,0
8093,OM,2,0
8094,MR,7,1
8095,BD,4,0
8096,NE,10,1
8097,AU,15,1
8098,CH,23,1
8099,CG,4,0
8100,DE,10,1
8101,ZW,12,1
8102,CO,16,0
8103,IR,11,1
8104,TJ,1,1
8105,SZ,14,1
8106,MX,19,1
8107,BH,1,0
8108,IE,19,0
8109,BG,20,1
8110,MT,13,0
8111,AM,17,0
8112,ES,19,1
8113,BI,22,0
8114,SG,22,1
8115,JO,18,1
8116,SY,10,1
8117,DE,5,1
8118,FJ,15,0
8119,BW,21,1
8120,NO,11,0
8121,SK,0,0
8122,GD,13,1
8123,DJ,12,0
8124,BE,17,0
8125,PL,24,1
8126,RW,11,0
8127,SA,9,0
8128,ET,14,0
8129,NZ,18,0
8130,ID,16,0
8131,NZ,14,1
8132,LT,12,0
8133,KI,18,1
8134,RU,13,0
8135,KM,15,1
8136,CD,11,0
8137,MU,7,1
8138,ME,1,0
8139,KW,4,0
8140,VC,2,0
8141,KH,3,0
8142,IS,1,1
8143,MR,9,1
8144,IN,6,0
8145,PK,4,0
8146,KP,1,1
8147,VC,3,0
8148,RO,15,0
8149,MD,2,0
8150,NO,20,1
8151,PW,0,1
8152,ZA,19,0
8153,BS,23,0
8154,ST,10,0
8155,MV,2,1
8156,CL,19,1
8157,CA,24,1
8158,ET,13,0
8159,QA,20,1
8160,IR,18,1
8161,OM,15,0
8162,SV,18,0
8163,PW,21,1
8164,CZ,21,1
8165,VU,2,0
8166,AL,20,1
8167,BT,4,0
8168,UZ,2,0
8169,GY,21,1
8170,SR,15,1
8171,PY,20,0
8172,TH,21,1
8173,AO,3,0
8174,CN,18,1
8175,CG,23,1
8176,CA,16,0
8177,SL,19,1
8178,VN,0,0
8179,TW,24,0
8180,MC,4,0
8181,SG,11,0
8182,MX,10,0
8183,JM,11,0
8184,BJ,19,0
8185,HU,23,1
8186,PS,2,1
8187,CF,0,1
8188,KG,11,0
8189,BW,21,0
8190,PH,2,1
8191,ER,19,1
8192,BF,2,1
8193,TZ,5,1
8194,MH,14,0
8195,KG,24,1
8196,TG,13,0
8197,SM,9,1
8198,TW,3,1
8199,BJ,11,0
8200,CG,0,0
8201,VA,5,0
8202,MC,15,1
8203,PY,3,0
8204,MT,21,1
8205,JM,1,1
8206,KR,9,1
8207,VE,7,1
8208,TJ,8,0
8209,HR,4,0
8210,BZ,13,1
8211,RS,19,1
8212,PY,11,0
8213,PS,10,0
8214,BB,2,0
8215,LT,0,0
8216,RW,17,0
8217,GH,1,1
8218,AR,23,0
8219,ZA,22,1
8220,CF,17,1
8221,MD,17,0
8222,SL,7,0
8223,KG,23,1
8224,ZA,5,0
8225,ES,21,0
8226,EC,10,1
8227,LV,8,0
8228,AL,8,0
8229,VU,7,1
8230,GH,3,0
8231,JP,0,0
8232,SY,19,0
8233,WS,4,0
8234,BY,1,0
8235,DK,17,1
8236,PL,17,0
8237,MT,23,0
8238,TL,19,1
8239,FR,0,0
8240,ET,20,1
8241,CR,18,0
8242,AZ,24,0
8243,GA,21,1
8244,IN,12,1
8245,CI,13,0
8246,SB,9,0
8247,PG,19,0
8248,RO,22,1
8249,FM,23,0
8250,TD,18,1
8251,KE,12,0
8252,KG,4,1
8253,HT,6,1
8254,AO,24,1
8255,SG,6,1
8256,IS,5,0
8257,TM,23,1
8258,BD,9,0
8259,HU,21,1
8260,JO,22,0
8261,SD,4,1
8262,VA,14,0
8263,KN,1,1
8264,AL,14,0
8265,JM,15,1
8266,ES,23,1
8267,GQ,21,0
8268,MW,11,1
8269,KM,18,1
8270,NO,14,0
8271,UA,18,1
8272,NL,22,1
8273,AM,23,0
8274,TH,12,0
8275,LY,21,1
8276,RO,13,1
8277,GM,4,0
8278,US,3,0
8279,SZ,3,0
8280,BY,11,0
8281,KP,18,1
8282,IQ,9,1
8283,LC,7,0
8284,PY,4,1
8285,PH,1,0
8286,YE,0,0
8287,KE,17,0
8288,TT,23,0
8289,KR,1,0
8290,CI,4,0
8291,DJ,15,0
8292,QA,4,0
8293,AR,5,1
8294,BN,19,1
8295,MT,6,1
8296,KR,5,0
8297,BZ,2,0
8298,LS,15,1
8299,NI,18,1
8300,SV,18,0
8301,NR,12,1
8302,ER,6,0
8303,HR,16,0
8304,BT,12,0
8305,ST,24,0
8306,LY,3,0
8307,MA,20,0
8308,BD,18,1
8309,IQ,11,0
8310,MH,13,0
8311,MG,19,0
8312,US,14,0
8313,LB,22,1
8314,DO,23,0
8315,KP,4,1
8316,LC,1,1
8317,PA,13,0
8318,CR,7,1
8319,KR,18,1
8320,TL,7,0
8321,EC,17,0
8322,SC,0,1
8323,TH,0,1
8324,KP,19,1
8325,BY,21,0
8326,ZA,5,1
8327,MC,2,0
8328,ID,18,0
8329,KG,17,1
8330,MG,13,0
8331,MC,4,1
8332,PS,22,1
8333,AM,16,1
8334,DE,23,1
8335,SE,2,1
8336,BR,13,1
8337,FR,3,1
8338,KG,24,0
8339,NO,0,0
8340,VU,21,1
8341,SM,5,0
8342,IL,2,1
8343,NZ,16,0
8344,CA,17,1
8345,AU,6,0
8346,RS,2,0
8347,PS,19,1
8348,ES,2,0
8349,BN,8,1
8350,MU,15,1
8351,FM,1,1
8352,PG,18,1
8353,CH,9,1
8354,CG,19,0
8355,MU,19,0
8356,PL,19,1
8357,AO,8,1
8358,TD,23,0
8359,KN,24,1
8360,KN,1,1
8361,GN,11,1
8362,BS,24,1
8363,GB,20,1
8364,KR,24,0
8365,DE,7,1
8366,NR,19,1
8367,KN,17,0
8368,SI,6,0
8369,NE,19,1
8370,EE,1,0
8371,KZ,13,1
8372,SG,22,0
8373,TN,22,1
8374,SY,3,0
8375,MD,10,0
8376,GA,19,0
8377,MY,7,0
8378,GN,1,1
8379,MG,11,1
8380,EC,16,0
8381,RW,12,0
8382,LC,23,1
8383,ME,0,1
8384,AD,15,1
8385,PE,12,0
8386,LU,8,1
8387,DZ,6,0
8388,PW,22,0
8389,TJ,2,1
8390,ZA,1,1
8391,TG,13,1
8392,YE,22,1
8393,AD,23,1
8394,CI,11,0
8395,SR,14,1
8396,FM,7,0
8397,BD,21,1
8398,SG,23,0
8399,MW,9,1
8400,UG,23,1
8401,SN,12,0
8402,SD,23,0
8403,IQ,16,1
8404,CY,18,1
